Province,District,Dependent Locality,Provincia Codigo,Distrito Codigo,Corregimiento codigo
Los Santos,Macaracas,MogollÌ_n,PM07,PM07MA,PM07MAMO
Los Santos,PedasÌ_,Los Asientos,PM07,PM07PE,PM07PELO
Los Santos,PedasÌ_,MariabÌ©,PM07,PM07PE,PM07PEMA
Los Santos,PedasÌ_,Oria Arriba,PM07,PM07PE,PM07PEOR
Los Santos,PedasÌ_,PedasÌ_,PM07,PM07PE,PM07PEPE
Los Santos,PedasÌ_,Purio,PM07,PM07PE,PM07PEPU
Los Santos,PocrÌ_,El CaÌ±afÌ_stulo,PM07,PM07PO,PM07POEL
Los Santos,PocrÌ_,Lajamina,PM07,PM07PO,PM07POLA
Los Santos,PocrÌ_,ParaÌ_so,PM07,PM07PO,PM07POPA
Los Santos,PocrÌ_,Paritilla,PM07,PM07PO,PM07POPA
Los Santos,PocrÌ_,PocrÌ_,PM07,PM07PO,PM07POPO
Los Santos,TonosÌ_,Altos de GÌ_era,PM07,PM07TO,PM07TOAL
Los Santos,TonosÌ_,Cambutal,PM07,PM07TO,PM07TOCA
Los Santos,TonosÌ_,CaÌ±as,PM07,PM07TO,PM07TOCA
Los Santos,TonosÌ_,El Bebedero,PM07,PM07TO,PM07TOEL
Los Santos,TonosÌ_,El Cacao,PM07,PM07TO,PM07TOEL
Los Santos,TonosÌ_,El Cortezo,PM07,PM07TO,PM07TOEL
Los Santos,TonosÌ_,Flores,PM07,PM07TO,PM07TOFL
Los Santos,TonosÌ_,GuÌÁnico,PM07,PM07TO,PM07TOGU
Los Santos,TonosÌ_,Isla de CaÌ±as,PM07,PM07TO,PM07TOIS
Los Santos,TonosÌ_,La Tronosa,PM07,PM07TO,PM07TOLA
Los Santos,TonosÌ_,TonosÌ_,PM07,PM07TO,PM07TOTO
PanamÌÁ,Balboa,La Ensenada,PM08,PM08BA,PM08BALA
PanamÌÁ,Balboa,La Esmeralda,PM08,PM08BA,PM08BALA
PanamÌÁ,Balboa,La Guinea,PM08,PM08BA,PM08BALA
PanamÌÁ,Balboa,Pedro GonzÌÁlez,PM08,PM08BA,PM08BAPE
PanamÌÁ,Balboa,Saboga,PM08,PM08BA,PM08BASA
PanamÌÁ,Balboa,San Miguel,PM08,PM08BA,PM08BASA
PanamÌÁ,Chepo,CaÌ±ita,PM08,PM08CH,PM08CHCA
PanamÌÁ,Chepo,Chepillo,PM08,PM08CH,PM08CHCH
PanamÌÁ,Chepo,El Llano,PM08,PM08CH,PM08CHEL
PanamÌÁ,Chepo,Las Margaritas,PM08,PM08CH,PM08CHLA
PanamÌÁ,Chepo,MadugandÌ_,PM08,PM08CH,PM08CHMA
PanamÌÁ,Chepo,San CristÌ_bal de Chepo,PM08,PM08CH,PM08CHSA
PanamÌÁ,Chepo,Santa Cruz de Chinina,PM08,PM08CH,PM08CHSA
PanamÌÁ,Chepo,TortÌ_,PM08,PM08CH,PM08CHTO
PanamÌÁ,ChimÌÁn,Brujas,PM08,PM08CH,PM08CHBR
PanamÌÁ,ChimÌÁn,ChimÌÁn,PM08,PM08CH,PM08CHCH
PanamÌÁ,ChimÌÁn,Gonzalo VÌÁsquez,PM08,PM08CH,PM08CHGO
PanamÌÁ,ChimÌÁn,PÌÁsiga,PM08,PM08CH,PM08CHPÌ
PanamÌÁ,ChimÌÁn,UniÌ_n SanteÌ±a,PM08,PM08CH,PM08CHUN
PanamÌÁ,PanamÌÁ,24 de Diciembre,PM08,PM08PA,PM08PA24
PanamÌÁ,PanamÌÁ,Alcalde DÌ_az,PM08,PM08PA,PM08PAAL
PanamÌÁ,PanamÌÁ,AncÌ_n,PM08,PM08PA,PM08PAAN
PanamÌÁ,PanamÌÁ,Betania,PM08,PM08PA,PM08PABE
PanamÌÁ,PanamÌÁ,Bella Vista,PM08,PM08PA,PM08PABE
PanamÌÁ,PanamÌÁ,Calidonia,PM08,PM08PA,PM08PACA
PanamÌÁ,PanamÌÁ,Caimitillo,PM08,PM08PA,PM08PACA
PanamÌÁ,PanamÌÁ,Chilibre,PM08,PM08PA,PM08PACH
PanamÌÁ,PanamÌÁ,CurundÌ¼,PM08,PM08PA,PM08PACU
PanamÌÁ,PanamÌÁ,El Chorrillo,PM08,PM08PA,PM08PAEL
PanamÌÁ,PanamÌÁ,Ernesto CÌ_rdoba Campos,PM08,PM08PA,PM08PAER
PanamÌÁ,PanamÌÁ,Juan DÌ_az,PM08,PM08PA,PM08PAJU
PanamÌÁ,PanamÌÁ,Las Cumbres,PM08,PM08PA,PM08PALA
PanamÌÁ,PanamÌÁ,Las MaÌ±anitas,PM08,PM08PA,PM08PALA
PanamÌÁ,PanamÌÁ,Pacora,PM08,PM08PA,PM08PAPA
PanamÌÁ,PanamÌÁ,Parque Lefevre,PM08,PM08PA,PM08PAPA
PanamÌÁ,PanamÌÁ,Pedregal,PM08,PM08PA,PM08PAPE
PanamÌÁ,PanamÌÁ,Pueblo Nuevo,PM08,PM08PA,PM08PAPU
PanamÌÁ,PanamÌÁ,RÌ_o Abajo,PM08,PM08PA,PM08PARÌ
PanamÌÁ,PanamÌÁ,San Felipe,PM08,PM08PA,PM08PASA
PanamÌÁ,PanamÌÁ,San Francisco,PM08,PM08PA,PM08PASA
PanamÌÁ,PanamÌÁ,San MartÌ_n,PM08,PM08PA,PM08PASA
PanamÌÁ,PanamÌÁ,Santa Ana,PM08,PM08PA,PM08PASA
PanamÌÁ,PanamÌÁ,Tocumen,PM08,PM08PA,PM08PATO
PanamÌÁ,San Miguelito,Amelia Denis de Icaza,PM08,PM08SA,PM08SAAM
PanamÌÁ,San Miguelito,Arnulfo Arias,PM08,PM08SA,PM08SAAR
PanamÌÁ,San Miguelito,Belisario FrÌ_as,PM08,PM08SA,PM08SABE
PanamÌÁ,San Miguelito,Belisario Porras,PM08,PM08SA,PM08SABE
PanamÌÁ,San Miguelito,JosÌ© Domingo Espinar,PM08,PM08SA,PM08SAJO
PanamÌÁ,San Miguelito,Mateo Iturralde,PM08,PM08SA,PM08SAMA
PanamÌÁ,San Miguelito,Omar Torrijos,PM08,PM08SA,PM08SAOM
PanamÌÁ,San Miguelito,Rufina Alfaro,PM08,PM08SA,PM08SARU
PanamÌÁ,San Miguelito,Victoriano Lorenzo,PM08,PM08SA,PM08SAVI
PanamÌÁ,Taboga,Otoque Occidente,PM08,PM08TA,PM08TAOT
PanamÌÁ,Taboga,Otoque Oriente,PM08,PM08TA,PM08TAOT
PanamÌÁ,Taboga,Taboga,PM08,PM08TA,PM08TATA
PanamÌÁ Oeste,ArraijÌÁn,ArraijÌÁn,PM13,PM13AR,PM13ARAR
PanamÌÁ Oeste,ArraijÌÁn,Burunga,PM13,PM13AR,PM13ARBU
PanamÌÁ Oeste,ArraijÌÁn,Cerro Silvestre,PM13,PM13AR,PM13ARCE
PanamÌÁ Oeste,ArraijÌÁn,Juan DemÌ_stenes Arosemena,PM13,PM13AR,PM13ARJU
PanamÌÁ Oeste,ArraijÌÁn,Nuevo Emperador,PM13,PM13AR,PM13ARNU
PanamÌÁ Oeste,ArraijÌÁn,Santa Clara,PM13,PM13AR,PM13ARSA
PanamÌÁ Oeste,ArraijÌÁn,Veracruz,PM13,PM13AR,PM13ARVE
PanamÌÁ Oeste,ArraijÌÁn,Vista Alegre,PM13,PM13AR,PM13ARVI
PanamÌÁ Oeste,Capira,Caimito,PM13,PM13CA,PM13CACA
PanamÌÁ Oeste,Capira,Campana,PM13,PM13CA,PM13CACA
PanamÌÁ Oeste,Capira,Capira,PM13,PM13CA,PM13CACA
PanamÌÁ Oeste,Capira,CermeÌ±o,PM13,PM13CA,PM13CACE
PanamÌÁ Oeste,Capira,CirÌ_ de Los Sotos,PM13,PM13CA,PM13CACI
PanamÌÁ Oeste,Capira,CirÌ_ Grande,PM13,PM13CA,PM13CACI
PanamÌÁ Oeste,Capira,El Cacao,PM13,PM13CA,PM13CAEL
PanamÌÁ Oeste,Capira,La Trinidad,PM13,PM13CA,PM13CALA
PanamÌÁ Oeste,Capira,Las Ollas Arriba,PM13,PM13CA,PM13CALA
PanamÌÁ Oeste,Capira,LÌ_dice,PM13,PM13CA,PM13CALÌ
PanamÌÁ Oeste,Capira,Villa Carmen,PM13,PM13CA,PM13CAVI
PanamÌÁ Oeste,Capira,Villa Rosario,PM13,PM13CA,PM13CAVI
PanamÌÁ Oeste,Capira,Santa Rosa,PM13,PM13CA,PM13CASA
PanamÌÁ Oeste,Chame,Bejuco,PM13,PM13CH,PM13CHBE
PanamÌÁ Oeste,Chame,Buenos Aires,PM13,PM13CH,PM13CHBU
PanamÌÁ Oeste,Chame,Cabuya,PM13,PM13CH,PM13CHCA
PanamÌÁ Oeste,Chame,Chame,PM13,PM13CH,PM13CHCH
PanamÌÁ Oeste,Chame,ChicÌÁ,PM13,PM13CH,PM13CHCH
PanamÌÁ Oeste,Chame,El LÌ_bano,PM13,PM13CH,PM13CHEL
PanamÌÁ Oeste,Chame,Las Lajas,PM13,PM13CH,PM13CHLA
PanamÌÁ Oeste,Chame,Nueva Gorgona,PM13,PM13CH,PM13CHNU
PanamÌÁ Oeste,Chame,Punta Chame,PM13,PM13CH,PM13CHPU
PanamÌÁ Oeste,Chame,Sajalices,PM13,PM13CH,PM13CHSA
PanamÌÁ Oeste,Chame,SorÌÁ,PM13,PM13CH,PM13CHSO
PanamÌÁ Oeste,La Chorrera,Amador,PM13,PM13LA,PM13LAAM
PanamÌÁ Oeste,La Chorrera,Arosemena,PM13,PM13LA,PM13LAAR
PanamÌÁ Oeste,La Chorrera,Barrio Balboa,PM13,PM13LA,PM13LABA
PanamÌÁ Oeste,La Chorrera,Barrio ColÌ_n,PM13,PM13LA,PM13LABA
PanamÌÁ Oeste,La Chorrera,El Arado,PM13,PM13LA,PM13LAEL
PanamÌÁ Oeste,La Chorrera,El Coco,PM13,PM13LA,PM13LAEL
PanamÌÁ Oeste,La Chorrera,Feuillet,PM13,PM13LA,PM13LAFE
PanamÌÁ Oeste,La Chorrera,Guadalupe,PM13,PM13LA,PM13LAGU
PanamÌÁ Oeste,La Chorrera,Herrera,PM13,PM13LA,PM13LAHE
PanamÌÁ Oeste,La Chorrera,Hurtado,PM13,PM13LA,PM13LAHU
PanamÌÁ Oeste,La Chorrera,Iturralde,PM13,PM13LA,PM13LAIT
PanamÌÁ Oeste,La Chorrera,La Represa,PM13,PM13LA,PM13LALA
PanamÌÁ Oeste,La Chorrera,Los DÌ_az,PM13,PM13LA,PM13LALO
PanamÌÁ Oeste,La Chorrera,Mendoza,PM13,PM13LA,PM13LAME
PanamÌÁ Oeste,La Chorrera,ObaldÌ_a,PM13,PM13LA,PM13LAOB
PanamÌÁ Oeste,La Chorrera,Playa Leona,PM13,PM13LA,PM13LAPL
PanamÌÁ Oeste,La Chorrera,Puerto Caimito,PM13,PM13LA,PM13LAPU
PanamÌÁ Oeste,La Chorrera,Santa Rita,PM13,PM13LA,PM13LASA
PanamÌÁ Oeste,San Carlos,El Espino,PM13,PM13SA,PM13SAEL
PanamÌÁ Oeste,San Carlos,El Higo,PM13,PM13SA,PM13SAEL
PanamÌÁ Oeste,San Carlos,Guayabito,PM13,PM13SA,PM13SAGU
PanamÌÁ Oeste,San Carlos,La Ermita,PM13,PM13SA,PM13SALA
PanamÌÁ Oeste,San Carlos,La Laguna,PM13,PM13SA,PM13SALA
PanamÌÁ Oeste,San Carlos,Las Uvas,PM13,PM13SA,PM13SALA
PanamÌÁ Oeste,San Carlos,Los Llanitos,PM13,PM13SA,PM13SALO
PanamÌÁ Oeste,San Carlos,San Carlos Borromeo,PM13,PM13SA,PM13SASA
PanamÌÁ Oeste,San Carlos,San JosÌ©,PM13,PM13SA,PM13SASA
Veraguas,Atalaya,JesÌ¼s Nazareno de Atalaya,PM10,PM10AT,PM10ATJE
Veraguas,Atalaya,El Barrito,PM10,PM10AT,PM10ATEL
Veraguas,Atalaya,La Carrillo,PM10,PM10AT,PM10ATLA
Veraguas,Atalaya,La MontaÌ±uela,PM10,PM10AT,PM10ATLA
Veraguas,Atalaya,San Antonio,PM10,PM10AT,PM10ATSA
Veraguas,Calobre,Barnizal,PM10,PM10CA,PM10CABA
Veraguas,Calobre,Calobre,PM10,PM10CA,PM10CACA
Veraguas,Calobre,Chitra,PM10,PM10CA,PM10CACH
Veraguas,Calobre,El Cocla,PM10,PM10CA,PM10CAEL
Veraguas,Calobre,El Potrero,PM10,PM10CA,PM10CAEL
Veraguas,Calobre,La Laguna,PM10,PM10CA,PM10CALA
Veraguas,Calobre,La Raya de Calobre,PM10,PM10CA,PM10CALA
Veraguas,Calobre,La Tetilla,PM10,PM10CA,PM10CALA
Veraguas,Calobre,La Yeguada,PM10,PM10CA,PM10CALA
Veraguas,Calobre,Las GuÌ_as,PM10,PM10CA,PM10CALA
Veraguas,Calobre,MonjarÌÁs,PM10,PM10CA,PM10CAMO
Veraguas,Calobre,San JosÌ©,PM10,PM10CA,PM10CASA
Veraguas,CaÌ±azas,San Francisco Javier de CaÌ±azas,PM10,PM10CA,PM10CASA
Veraguas,CaÌ±azas,Cerro de Plata,PM10,PM10CA,PM10CACE
Veraguas,CaÌ±azas,El Aromillo,PM10,PM10CA,PM10CAEL
Veraguas,CaÌ±azas,El Picador,PM10,PM10CA,PM10CAEL
Veraguas,CaÌ±azas,Las Cruces,PM10,PM10CA,PM10CALA
Veraguas,CaÌ±azas,Los Valles,PM10,PM10CA,PM10CALO
Veraguas,CaÌ±azas,San JosÌ©,PM10,PM10CA,PM10CASA
Veraguas,CaÌ±azas,San Marcelo,PM10,PM10CA,PM10CASA
Veraguas,La Mesa,Bisvalles,PM10,PM10LM,PM10LMBI
Veraguas,La Mesa,BorÌ_,PM10,PM10LM,PM10LMBO
Veraguas,La Mesa,El Higo,PM10,PM10LM,PM10LMEL
Veraguas,La Mesa,La Mesa,PM10,PM10LM,PM10LMLA
Veraguas,La Mesa,Los Milagros,PM10,PM10LM,PM10LMLO
Veraguas,La Mesa,Llano Grande,PM10,PM10LM,PM10LMLL
Veraguas,La Mesa,San Bartolo,PM10,PM10LM,PM10LMSA
Veraguas,Las Palmas,Cerro de Casa,PM10,PM10LA,PM10LACE
Veraguas,Las Palmas,Corozal,PM10,PM10LA,PM10LACO
Veraguas,Las Palmas,El MarÌ_a,PM10,PM10LA,PM10LAEL
Veraguas,Las Palmas,El Prado,PM10,PM10LA,PM10LAEL
Veraguas,Las Palmas,El RincÌ_n,PM10,PM10LA,PM10LAEL
Veraguas,Las Palmas,Las Palmas,PM10,PM10LA,PM10LALA
Veraguas,Las Palmas,LolÌÁ,PM10,PM10LA,PM10LALO
Veraguas,Las Palmas,Manuel EncarnaciÌ_n Amador Terreros,PM10,PM10LA,PM10LAMA
Veraguas,Las Palmas,Pixvae,PM10,PM10LA,PM10LAPI
Veraguas,Las Palmas,Puerto Vidal,PM10,PM10LA,PM10LAPU
Veraguas,Las Palmas,San MartÌ_n de Porres,PM10,PM10LA,PM10LASA
Veraguas,Las Palmas,ViguÌ_,PM10,PM10LA,PM10LAVI
Veraguas,Las Palmas,Zapotillo,PM10,PM10LA,PM10LAZA
Veraguas,Mariato,Arenas,PM10,PM10MA,PM10MAAR
Veraguas,Mariato,El Cacao,PM10,PM10MA,PM10MAEL
Veraguas,Mariato,Mariato,PM10,PM10MA,PM10MAMA
Veraguas,Mariato,Quebro,PM10,PM10MA,PM10MAQU
Veraguas,Mariato,Tebario,PM10,PM10MA,PM10MATE
Veraguas,Montijo,CÌ©baco,PM10,PM10MO,PM10MOCÌä
Veraguas,Montijo,Costa Hermosa,PM10,PM10MO,PM10MOCO
Veraguas,Montijo,Gobernadora,PM10,PM10MO,PM10MOGO
Veraguas,Montijo,La Garceana,PM10,PM10MO,PM10MOLA
Veraguas,Montijo,Leones,PM10,PM10MO,PM10MOLE
Veraguas,Montijo,Montijo,PM10,PM10MO,PM10MOMO
Veraguas,Montijo,PilÌ_n,PM10,PM10MO,PM10MOPI
Veraguas,Montijo,UniÌ_n del Norte,PM10,PM10MO,PM10MOUN
Veraguas,RÌ_o de JesÌ¼s,Catorce de Noviembre,PM10,PM10RÌ,PM10RÌCA
Veraguas,RÌ_o de JesÌ¼s,La Ermita de RÌ_o de JesÌ¼s,PM10,PM10RÌ,PM10RÌLA
Veraguas,RÌ_o de JesÌ¼s,Las Huacas,PM10,PM10RÌ,PM10RÌLA
Veraguas,RÌ_o de JesÌ¼s,Los Castillos,PM10,PM10RÌ,PM10RÌLO
Veraguas,RÌ_o de JesÌ¼s,Nuevo San Juan,PM10,PM10RÌ,PM10RÌNU
Veraguas,RÌ_o de JesÌ¼s,Utira,PM10,PM10RÌ,PM10RÌUT
Veraguas,San Francisco,Corral Falso,PM10,PM10SM,PM10SMCO
Veraguas,San Francisco,Los Hatillos,PM10,PM10SM,PM10SMLO
Veraguas,San Francisco,Remance,PM10,PM10SM,PM10SMRE
Veraguas,San Francisco,San Francisco de la MontaÌ±a,PM10,PM10SM,PM10SMSA
Veraguas,San Francisco,San Juan,PM10,PM10SM,PM10SMSA
Veraguas,San Francisco,San JosÌ©,PM10,PM10SM,PM10SMSA
Veraguas,Santa Fe,CalovÌ©bora,PM10,PM10SN,PM10SNCA
Veraguas,Santa Fe,El Alto,PM10,PM10SN,PM10SNEL
Veraguas,Santa Fe,El Cuay,PM10,PM10SN,PM10SNEL
Veraguas,Santa Fe,El Pantano,PM10,PM10SN,PM10SNEL
Veraguas,Santa Fe,Gatuncito,PM10,PM10SN,PM10SNGA
Veraguas,Santa Fe,RÌ_o Luis,PM10,PM10SN,PM10SNRÌ
Veraguas,Santa Fe,RubÌ©n CantÌ¼,PM10,PM10SN,PM10SNRU
Veraguas,Santa Fe,Santa Fe,PM10,PM10SN,PM10SNSA
Veraguas,Santiago,Canto del Llano,PM10,PM10SA,PM10SACA
Veraguas,Santiago,Carlos Santana Ìvila,PM10,PM10SA,PM10SACA
Veraguas,Santiago,Edwin FÌÁbrega,PM10,PM10SA,PM10SAED
Veraguas,Santiago,El Llanito,PM10,PM10SA,PM10SAEL
Veraguas,Santiago,La Colorada,PM10,PM10SA,PM10SALA
Veraguas,Santiago,La PeÌ±a,PM10,PM10SA,PM10SALA
Veraguas,Santiago,La Raya de Santa MarÌ_a,PM10,PM10SA,PM10SALA
Veraguas,Santiago,La Soledad,PM10,PM10SA,PM10SALA
Veraguas,Santiago,Los Algarrobos,PM10,PM10SA,PM10SALO
Veraguas,Santiago,Ponuga,PM10,PM10SA,PM10SAPO
Veraguas,Santiago,San MartÌ_n de Porres,PM10,PM10SA,PM10SASA
Veraguas,Santiago,San Pedro del Espino,PM10,PM10SA,PM10SASA
Veraguas,Santiago,Santiago ApÌ_stol,PM10,PM10SA,PM10SASA
Veraguas,Santiago,RincÌ_n Largo,PM10,PM10SA,PM10SARI
Veraguas,Santiago,UrracÌÁ,PM10,PM10SA,PM10SAUR
Veraguas,SonÌÁ,BahÌ_a Honda,PM10,PM10SO,PM10SOBA
Veraguas,SonÌÁ,Calidonia,PM10,PM10SO,PM10SOCA
Veraguas,SonÌÁ,CativÌ©,PM10,PM10SO,PM10SOCA
Veraguas,SonÌÁ,El MaraÌ±Ì_n,PM10,PM10SO,PM10SOEL
Veraguas,SonÌÁ,Guarumal,PM10,PM10SO,PM10SOGU
Veraguas,SonÌÁ,Hicaco,PM10,PM10SO,PM10SOHI
Veraguas,SonÌÁ,La Soledad,PM10,PM10SO,PM10SOLA
Veraguas,SonÌÁ,Quebrada de Oro,PM10,PM10SO,PM10SOQU
Veraguas,SonÌÁ,RÌ_o Grande,PM10,PM10SO,PM10SORÌ
Veraguas,SonÌÁ,Rodeo Viejo,PM10,PM10SO,PM10SORO
Veraguas,SonÌÁ,SonÌÁ,PM10,PM10SO,PM10SOSO
